<xml><!--Date,Open,High,Low,Close,Volume,Adj Close
8/27/2012,141.89,142.08,141.34,141.54,68785900,139.18
8/24/2012,140.31,141.83,140.22,141.51,99481200,139.15
8/23/2012,141.47,141.48,140.44,140.66,111466400,138.31
8/22/2012,141.4,142.05,141.07,141.82,133243500,139.45
8/21/2012,142.54,143.09,141.45,141.76,105581100,139.39
8/20/2012,141.98,142.22,141.59,142.19,78255700,139.82
8/17/2012,142.23,142.3,141.86,142.18,90813700,139.81
8/16/2012,141.15,142.16,140.8,141.99,112014200,139.62
8/15/2012,140.64,141.19,140.55,140.95,71085900,138.6
8/14/2012,141.29,141.38,140.37,140.79,102379400,138.44
8/13/2012,140.6,140.84,140.04,140.77,79426900,138.42
8/10/2012,140.04,140.89,139.81,140.84,99792700,138.49
8/9/2012,140.29,140.89,140.15,140.61,90291700,138.26
8/8/2012,139.85,140.65,139.81,140.49,89754700,138.15
8/7/2012,140.18,140.92,140.03,140.32,109545100,137.98
8/6/2012,139.72,140.17,139.56,139.62,86326200,137.29
8/3/2012,138.56,139.64,136.68,139.35,157825000,137.02
8/2/2012,136.55,137.57,135.58,136.64,199556600,134.36
8/1/2012,138.7,138.73,137.4,137.59,138293800,135.29
7/31/2012,138.49,138.87,137.71,137.71,120575900,135.41
7/30/2012,138.52,139.34,138.27,138.68,106782000,136.37
7/27/2012,136.89,139.07,136.14,138.68,236768900,136.37
7/26/2012,135.89,136.46,135.26,136.17,156526500,133.9
7/25/2012,134.21,134.56,133.25,133.96,129122300,131.72
7/24/2012,135.19,135.25,133.03,133.93,173301200,131.69
7/23/2012,134.47,136.38,133.84,135.09,145210900,132.84
7/20/2012,136.95,137.16,136.32,136.47,142904500,134.19
7/19/2012,137.65,138.18,137.21,137.73,129847300,135.43
7/18/2012,136.04,137.64,135.96,137.37,113349700,135.08
7/17/2012,135.97,136.64,134.55,136.36,138860300,134.08
7/16/2012,135.44,135.83,134.9,135.43,97525200,133.17
7/13/2012,133.86,135.89,133.84,135.75,129642600,133.48
7/12/2012,133.38,134.23,132.6,133.51,143583200,131.28
7/11/2012,134.21,134.6,133.38,134.16,141733400,131.92
7/10/2012,136.01,136.23,133.68,134.14,167884800,131.9
7/9/2012,135.38,135.57,134.7,135.32,103780500,133.06
7/6/2012,135.47,135.77,134.85,135.49,151192100,133.23
7/5/2012,136.9,137.8,136.29,136.79,126177500,134.51
7/3/2012,136.48,137.51,136.34,137.41,80450000,135.12
7/2/2012,136.48,136.65,135.52,136.51,129524500,134.23
6/29/2012,135.2,136.27,134.85,136.1,212250900,133.83
6/28/2012,132.29,132.99,131.28,132.79,169242100,130.57
6/27/2012,132.42,133.43,131.97,133.17,108088000,130.95
6/26/2012,131.7,132.38,130.93,131.98,141634000,129.78
6/25/2012,132.05,132.1,130.85,131.32,146375700,129.13
6/22/2012,133.13,133.71,132.62,133.46,130029200,131.23
6/21/2012,135.64,135.78,132.33,132.44,205272200,130.23
6/20/2012,135.71,136.1,134.27,135.48,206451800,133.22
6/19/2012,135.08,136.25,134.37,135.7,137382600,133.44
6/18/2012,133.58,134.73,133.28,134.4,131360900,132.16
6/15/2012,133.38,134.26,133.1,134.14,169444500,131.9
6/14/2012,132.34,134,131.98,133.47,230615500,130.57
6/13/2012,132.53,133.36,131.62,132.07,172008000,129.2
6/12/2012,131.79,133.01,131.16,132.92,181931800,130.03
6/11/2012,134.17,134.25,131.28,131.41,169756100,128.55
6/8/2012,131.71,133.13,131.29,133.1,143915400,130.2
6/7/2012,133.47,133.53,131.78,132.05,184772700,129.18
6/6/2012,129.97,132.03,129.93,131.97,184202800,129.1
6/5/2012,127.85,129.26,127.78,129.07,164149400,126.26
6/4/2012,128.39,128.74,127.14,128.1,202545800,125.31
6/1/2012,129.41,131.5,128.16,128.16,253240900,125.37
5/31/2012,131.71,132.45,130.34,131.47,196186000,128.61
5/30/2012,132.56,133.69,131.49,131.76,162370400,128.89
5/29/2012,133.16,133.93,131.17,133.7,152883500,130.79
5/25/2012,132.48,132.85,131.78,132.1,135465600,129.23
5/24/2012,132.63,132.84,131.42,132.53,167357600,129.65
5/23/2012,131.25,132.46,129.99,132.27,204958400,129.39
5/22/2012,132.31,133.23,131.34,132.2,197531200,129.32
5/21/2012,130.16,132.02,129.95,131.97,177861100,129.1
5/18/2012,131.37,131.6,129.55,129.74,319615900,126.92
5/17/2012,132.86,133.02,130.79,130.86,247992900,128.01
5/16/2012,133.94,134.55,132.8,132.83,207265500,129.94
5/15/2012,134.02,134.81,133.13,133.34,207629300,130.44
5/14/2012,134.31,135.61,133.91,134.11,163910000,131.19
5/11/2012,135.17,136.87,135.11,135.61,153032400,132.66
5/10/2012,136.68,136.85,135.71,136.02,150600000,133.06
5/9/2012,135.1,136.61,134.49,135.74,220752500,132.79
5/8/2012,136.28,136.77,134.92,136.55,213377700,133.58
5/7/2012,136.51,137.56,136.46,137.1,127765900,134.12
5/4/2012,138.52,139.3,136.92,137,193927300,134.02
5/3/2012,140.34,140.45,138.99,139.25,143759700,136.22
5/2/2012,139.92,140.46,139.46,140.32,121081000,137.27
5/1/2012,139.79,141.66,139.63,140.74,138832200,137.68
4/30/2012,140.11,140.21,139.49,139.87,115092200,136.83
4/27/2012,140.58,140.79,139.8,140.39,130725000,137.34
4/26/2012,138.89,140.32,138.81,140.16,136291600,137.11
4/25/2012,138.65,139.25,138.53,139.19,150252200,136.16
4/24/2012,136.91,137.66,136.8,137.31,137484200,134.32
4/23/2012,136.54,136.91,135.94,136.79,171844900,133.81
4/20/2012,138.33,138.83,137.87,137.95,143199600,134.95
4/19/2012,138.63,139.15,137.07,137.72,198666700,134.72
4/18/2012,138.46,139.08,138.38,138.61,123884200,135.59
4/17/2012,137.84,139.36,137.7,139.08,147877600,136.05
4/16/2012,137.84,138.04,136.58,137.05,147825300,134.07
4/13/2012,138.47,138.82,137.01,137.14,169246700,134.16
4/12/2012,137.13,138.9,137.03,138.79,154321500,135.77
4/11/2012,137.29,137.54,136.75,137,154133000,134.02
4/10/2012,137.95,138.34,135.76,135.9,235360300,132.94
4/9/2012,138.03,139.84,137.84,138.22,127555900,135.21
4/5/2012,139.38,140.2,139.26,139.79,137439400,136.75
4/4/2012,140.22,140.34,139.34,139.86,146896000,136.82
4/3/2012,141.64,141.88,140.43,141.26,155806700,138.19
4/2/2012,140.64,142.21,140.36,141.84,151741100,138.75
3/30/2012,140.92,141.05,140.05,140.81,135486800,137.75
3/29/2012,139.64,140.49,139.09,140.23,164963700,137.18
3/28/2012,141.1,141.32,139.64,140.47,148562100,137.41
3/27/2012,141.74,141.83,141.08,141.17,119868500,138.1
3/26/2012,140.65,141.61,140.6,141.61,120164000,138.53
3/23/2012,139.32,139.81,138.55,139.65,120521000,136.61
3/22/2012,139.18,139.55,138.74,139.2,135216700,136.17
3/21/2012,140.52,140.65,139.92,140.21,122388400,137.16
3/20/2012,140.05,140.61,139.64,140.44,121729700,137.38
3/19/2012,140.21,141.28,140.11,140.85,125291100,137.79
3/16/2012,140.36,140.48,140,140.3,152893500,137.25
3/15/2012,140.12,140.78,139.76,140.72,165118500,137.06
3/14/2012,140.1,140.45,139.48,139.91,145163600,136.27
3/13/2012,138.32,140.13,138.09,140.06,184090500,136.41
3/12/2012,137.55,137.76,137.09,137.58,104003500,134
3/9/2012,137.3,137.93,137.13,137.57,122836800,133.99
3/8/2012,136.52,137.32,136.24,137.04,116968900,133.47
3/7/2012,135.06,135.91,134.93,135.69,143692200,132.16
3/6/2012,135.35,135.43,134.36,134.75,202129900,131.24
3/5/2012,137.1,137.2,136.28,136.75,140765000,133.19
3/2/2012,137.64,137.82,137,137.31,120638300,133.74
3/1/2012,137.31,137.99,136.93,137.73,145023500,134.15
2/29/2012,137.76,138.19,136.54,137.02,185934700,133.45
2/28/2012,137.2,137.72,136.93,137.56,129355900,133.98
2/27/2012,136.02,137.53,135.8,137.16,145728900,133.59
2/24/2012,136.93,137.2,136.63,136.93,105539100,133.37
2/23/2012,135.96,136.73,135.5,136.63,137704300,133.07
2/22/2012,136.26,136.55,135.79,136.03,124455300,132.49
2/21/2012,136.73,137.05,136.05,136.47,134042300,132.92
2/17/2012,136.52,136.63,135.96,136.41,129869400,132.86
2/16/2012,134.57,136.17,134.33,136.05,186567800,132.51
2/15/2012,135.63,135.83,134.29,134.56,195195100,131.06
2/14/2012,135,135.27,134.25,135.19,165329500,131.67
2/13/2012,135.32,135.52,134.74,135.36,115841900,131.84
2/10/2012,134.16,134.47,133.84,134.36,167907500,130.86
2/9/2012,135.41,135.59,134.56,135.36,148602900,131.84
2/8/2012,134.86,135.22,134.31,135.19,139361400,131.67
2/7/2012,134.17,135.02,133.64,134.79,135528100,131.28
2/6/2012,133.98,134.51,133.83,134.45,107694500,130.95
2/3/2012,134,134.62,133.77,134.54,160598500,131.04
2/2/2012,132.73,133.02,132.21,132.68,113090400,129.23
2/1/2012,132.29,133.14,132.13,132.47,166234500,129.02
1/31/2012,132.02,132.18,130.68,131.32,157212000,127.9
1/30/2012,130.51,131.44,130.06,131.37,147311800,127.95
1/27/2012,131.24,132.05,131.15,131.82,135259100,128.39
1/26/2012,133.15,133.4,131.36,131.88,184880500,128.45
1/25/2012,131.26,132.87,130.75,132.56,198613200,129.11
1/24/2012,130.8,131.5,130.6,131.46,103083300,128.04
1/23/2012,131.51,132.25,130.98,131.61,129295800,128.18
1/20/2012,131.24,131.95,130.92,131.95,138230200,128.52
1/19/2012,131.22,131.57,130.8,131.46,126328900,128.04
1/18/2012,129.31,130.84,129.08,130.77,163395200,127.37
1/17/2012,130.08,130.32,128.9,129.34,132209200,125.97
1/13/2012,128.64,129.05,127.72,128.84,179836200,125.49
1/12/2012,129.57,129.7,128.54,129.51,118983700,126.14
1/11/2012,128.73,129.37,128.52,129.2,111540700,125.84
1/10/2012,129.39,129.65,128.95,129.13,115282000,125.77
1/9/2012,128,128.18,127.41,128.02,99530200,124.69
1/6/2012,128.2,128.22,127.29,127.71,148050000,124.39
1/5/2012,127.01,128.23,126.43,128.04,173895000,124.71
1/4/2012,127.2,127.81,126.71,127.7,127186500,124.38
1/3/2012,127.76,128.38,127.43,127.5,193697900,124.18
12/30/2011,126.02,126.33,125.5,125.5,95599000,122.23
12/29/2011,125.24,126.25,124.86,126.12,123507200,122.84
12/28/2011,126.51,126.53,124.73,124.83,119107100,121.58
12/27/2011,126.17,126.82,126.06,126.49,86075700,123.2
12/23/2011,125.67,126.43,125.41,126.39,92187200,123.1
12/22/2011,124.63,125.4,124.23,125.27,119465400,122.01
12/21/2011,123.93,124.36,122.75,124.17,194230900,120.94
12/20/2011,122.18,124.14,120.37,123.93,225418100,120.7
12/19/2011,122.06,122.32,120.03,120.29,183903000,117.16
12/16/2011,122.23,122.95,121.3,121.59,220481400,118.43
12/15/2011,123.03,123.2,121.99,122.18,199109200,118.25
12/14/2011,122.56,123.03,121.47,121.74,238618800,117.82
