Date,Open,High,Low,Close,Volume,Adj Close
2013-07-19,168.52,169.23,168.31,169.17,103765300,169.17
2013-07-18,168.31,169.27,168.20,168.87,103620100,168.87
2013-07-17,168.16,168.48,167.73,167.95,92873900,167.95
2013-07-16,168.26,168.36,167.07,167.52,88702100,167.52
2013-07-15,167.97,168.39,167.68,168.15,69450600,168.15
2013-07-12,167.39,167.93,167.13,167.51,104212700,167.51
2013-07-11,167.11,167.61,165.18,167.44,135592200,167.44
2013-07-10,164.97,165.75,164.63,165.19,121410100,165.19
2013-07-09,164.98,165.33,164.27,165.13,119298000,165.13
2013-07-08,163.86,164.39,163.08,163.95,108092500,163.95
2013-07-05,162.47,163.08,161.30,163.02,122416900,163.02
2013-07-03,160.48,161.77,160.22,161.28,75216400,161.28
2013-07-02,161.12,162.30,160.50,161.21,154863700,161.21
2013-07-01,161.26,162.48,161.08,161.36,131954800,161.36
2013-06-28,160.63,161.40,159.86,160.42,160402900,160.42
2013-06-27,161.10,161.82,160.95,161.08,129483700,161.08
2013-06-26,159.87,160.50,159.25,160.14,134848000,160.14
2013-06-25,158.48,160.10,157.42,158.57,162262200,158.57
2013-06-24,157.41,158.43,155.73,157.06,222329000,157.06
2013-06-21,159.64,159.76,157.47,159.07,271956800,159.07
2013-06-20,161.86,163.47,158.98,159.40,321255900,158.56
2013-06-19,165.60,165.89,163.38,163.45,206149500,162.59
2013-06-18,164.53,165.99,164.52,165.74,114695600,164.87
2013-06-17,164.29,165.22,163.22,164.44,136295600,163.57
2013-06-14,164.03,164.67,162.91,163.18,141197500,162.32
2013-06-13,161.66,164.50,161.30,164.21,163587800,163.35
2013-06-12,164.22,164.39,161.60,161.75,177361500,160.90
2013-06-11,163.30,164.54,162.74,163.10,159505400,162.24
2013-06-10,165.31,165.40,164.37,164.80,105667100,163.93
2013-06-07,163.85,164.95,163.14,164.80,188337800,163.93
2013-06-06,161.20,162.74,160.25,162.73,200225500,161.87
2013-06-05,163.09,163.42,161.13,161.27,211737800,160.42
2013-06-04,164.44,165.10,162.73,163.56,157631500,162.70
2013-06-03,163.83,164.46,162.66,164.35,168390700,163.48
2013-05-31,165.37,166.31,163.13,163.45,176850100,162.59
2013-05-30,165.35,166.59,165.22,165.83,107793800,164.96
2013-05-29,165.42,165.80,164.34,165.22,160363400,164.35
2013-05-28,167.04,167.78,165.81,166.30,143679800,165.42
2013-05-24,164.47,165.38,163.98,165.31,151573900,164.44
2013-05-23,164.16,165.91,163.94,165.45,211064400,164.58
2013-05-22,167.34,169.07,165.17,165.93,244031800,165.06
2013-05-21,167.08,167.80,166.50,167.17,95804200,166.29
2013-05-20,166.78,167.58,166.61,166.93,85071200,166.05
2013-05-17,165.95,167.04,165.73,166.94,129801000,166.06
2013-05-16,165.78,166.36,165.09,165.34,109913600,164.47
2013-05-15,164.96,166.45,164.91,166.12,120718500,165.25
2013-05-14,163.67,165.35,163.67,165.23,119000900,164.36
2013-05-13,163.20,163.81,162.82,163.54,81843200,162.68
2013-05-10,162.99,163.55,162.51,163.41,103203000,162.55
2013-05-09,163.27,163.70,162.47,162.88,106738600,162.02
2013-05-08,162.42,163.39,162.33,163.34,97419200,162.48
2013-05-07,162.13,162.65,161.67,162.60,90359200,161.74
2013-05-06,161.49,162.01,161.42,161.78,66882100,160.93
2013-05-03,161.14,161.88,159.78,161.37,144202300,160.52
2013-05-02,158.68,159.89,158.53,159.75,96407600,158.91
2013-05-01,159.33,159.41,158.10,158.28,138874200,157.45
2013-04-30,159.27,159.72,158.61,159.68,116010700,158.84
2013-04-29,158.67,159.65,158.42,159.30,88572800,158.46
2013-04-26,158.33,158.60,157.73,158.24,95918800,157.41
2013-04-25,158.34,159.27,158.10,158.52,131060600,157.69
2013-04-24,157.83,158.30,157.54,157.88,96781200,157.05
2013-04-23,156.95,157.93,156.17,157.78,166141300,156.95
2013-04-22,155.78,156.54,154.75,156.17,106553500,155.35
2013-04-19,154.50,155.55,154.12,155.48,149687600,154.66
2013-04-18,155.37,155.41,153.55,154.14,167583200,153.33
2013-04-17,156.29,156.32,154.28,155.11,226834800,154.29
2013-04-16,156.29,157.49,155.91,157.41,147507800,156.58
2013-04-15,158.00,158.13,155.10,155.12,217259000,154.30
2013-04-12,158.68,159.04,157.92,158.80,116359900,157.96
2013-04-11,158.70,159.71,158.54,159.19,110142500,158.35
2013-04-10,157.17,158.87,157.13,158.67,135711100,157.83
2013-04-09,156.50,157.32,155.98,156.75,101922200,155.92
2013-04-08,155.27,156.22,154.75,156.21,86571200,155.39
2013-04-05,153.95,155.35,153.77,155.16,159666000,154.34
2013-04-04,155.43,156.17,155.09,155.86,131885000,155.04
2013-04-03,156.91,157.03,154.82,155.23,154167400,154.41
2013-04-02,156.61,157.21,156.37,156.82,101504300,155.99
2013-04-01,156.59,156.91,155.67,156.05,99194100,155.23
2013-03-28,156.09,156.85,155.75,156.67,102932800,155.85
2013-03-27,155.26,156.24,155.00,156.19,99950600,155.37
2013-03-26,155.59,156.23,155.42,156.19,86856600,155.37
2013-03-25,156.01,156.27,154.35,154.95,151322300,154.13
2013-03-22,154.85,155.60,154.73,155.60,111163600,154.78
2013-03-21,154.76,155.64,154.10,154.36,128605000,153.55
2013-03-20,155.52,155.95,155.26,155.69,113759300,154.87
2013-03-19,155.30,155.51,153.59,154.61,167567300,153.80
2013-03-18,154.34,155.64,154.20,154.97,126704300,154.15
2013-03-15,155.85,156.04,155.31,155.83,138601100,155.01
2013-03-14,156.31,156.80,155.91,156.73,126329900,155.21
2013-03-13,155.76,156.12,155.23,155.90,92550900,154.39
2013-03-12,155.92,156.10,155.21,155.68,105755800,154.17
2013-03-11,155.32,156.04,155.13,156.03,83746800,154.52
2013-03-08,155.46,155.65,154.66,155.44,123477800,153.94
2013-03-07,154.70,154.98,154.52,154.78,86101400,153.28
2013-03-06,154.84,154.92,154.16,154.50,94469900,153.01
2013-03-05,153.66,154.70,153.64,154.29,121431900,152.80
2013-03-04,151.76,152.92,151.52,152.92,99010200,151.44
2013-03-01,151.09,152.34,150.41,152.11,170634800,150.64
2013-02-28,151.90,152.87,151.41,151.61,126866000,150.14
2013-02-27,149.89,152.33,149.76,151.91,150781900,150.44
2013-02-26,149.72,150.20,148.73,150.02,186596200,148.57
2013-02-25,152.63,152.86,149.00,149.00,245824800,147.56
2013-02-22,151.15,151.89,150.49,151.89,106356600,150.42
2013-02-21,150.96,151.42,149.94,150.42,183257000,148.97
2013-02-20,153.14,153.19,151.26,151.34,160574800,149.88
2013-02-19,152.37,153.28,152.16,153.25,95105400,151.77
2013-02-15,152.43,152.59,151.55,152.11,215226500,150.64
2013-02-14,151.69,152.47,151.52,152.29,80834300,150.82
2013-02-13,152.33,152.61,151.72,152.15,82322600,150.68
